web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732297118-194","https://www.expat-dakar.com/ordinateurs?page=228","Neuf","Autre","5 000 F Cfa","Clavier filaire + souris"
"1732297118-195","https://www.expat-dakar.com/ordinateurs?page=228","Réconditionné","HP","100 000 F Cfa","HP ELITEBOOK 12.5"" CORE I5"
"1732297126-196","https://www.expat-dakar.com/ordinateurs?page=227","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297126-197","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","HP","175 000 F Cfa","HP ELITEBOOK 820G3 I7"
"1732297126-198","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","HP","150 000 F Cfa","HP ELITEBOOK 820G3 I5"
"1732297126-199","https://www.expat-dakar.com/ordinateurs?page=227","Venant","Dell","125 000 F Cfa","Dell 3300 i3 7th ram 8 disque 256 go ssd 13 """
"1732297126-200","https://www.expat-dakar.com/ordinateurs?page=227","D'occasion","HP","45 000 F Cfa","CORE I3 AVEC ECRAN 20 ET 22 POUCES"
"1732297126-201","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","Dell","65 000 F Cfa","Core I5 Écran 22"" WIFI"
"1732297126-202","https://www.expat-dakar.com/ordinateurs?page=227","D'occasion","HP","55 000 F Cfa","CORE I5 AVEC 19 OU 22 POUCES"
"1732297126-203","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","Lenovo","175 000 F Cfa","ALL IN ONE TACTILE 24"""
"1732297126-204","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","HP","175 000 F Cfa","HP ELITEBOOK 820G3 I7"
"1732297126-205","https://www.expat-dakar.com/ordinateurs?page=227","Réconditionné","HP","125 000 F Cfa","HP ELITEBOOK 820G3 I5"
"1732297126-206","https://www.expat-dakar.com/ordinateurs?page=227","Neuf","Autre","3 500 F Cfa","souris sans fil"
"1732297135-207","https://www.expat-dakar.com/ordinateurs?page=226","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297135-208","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","150 000 F Cfa","HP PROBOOK 640 G4 I5"
"1732297135-209","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","200 000 F Cfa","HP ELITEBOOK 840G2 I7"
"1732297135-210","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","250 000 F Cfa","HP ELITEBOOK 830G6 I7"
"1732297135-211","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","140 000 F Cfa","HP PROBOOK 640G4 I5"
"1732297135-212","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","150 000 F Cfa","HP ELITEBOOK 840G6 I5"
"1732297135-213","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","85 000 F Cfa","Ordinateur portable HP, DELL, LENOVO"
"1732297135-214","https://www.expat-dakar.com/ordinateurs?page=226","D'occasion","Acer","80 000 F Cfa","CORE I7.8GO.500GO.19"""
"1732297135-215","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","209 998 F Cfa","Ordinateur Hp Pro X2 i7"
"1732297135-216","https://www.expat-dakar.com/ordinateurs?page=226","Venant","HP","165 000 F Cfa","Ordinateur Hp EliteBook 820 G3"
"1732297135-217","https://www.expat-dakar.com/ordinateurs?page=226","Réconditionné","HP","200 000 F Cfa","HP ELITEBOOK 820G4 I7"
"1732297143-218","https://www.expat-dakar.com/ordinateurs?page=225","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297143-219","https://www.expat-dakar.com/ordinateurs?page=225","Réconditionné","Lenovo","325 000 F Cfa","GAMER LENOVO P53 CORE I7"
"1732297143-220","https://www.expat-dakar.com/ordinateurs?page=225","Venant","HP","190 000 F Cfa","Hp 840 g4 tactile i5 7th ram 8"
"1732297143-221","https://www.expat-dakar.com/ordinateurs?page=225","Venant","HP","160 000 F Cfa","Gamer hp 8560w i7 ram 8"
"1732297143-222","https://www.expat-dakar.com/ordinateurs?page=225","Venant","Lenovo","125 000 F Cfa","Lenovo E531 i5 ram 8, 15 pouces"
"1732297143-223","https://www.expat-dakar.com/ordinateurs?page=225","Réconditionné","Dell","125 000 F Cfa","DELL LATATUDE 7280 I5"
"1732297143-224","https://www.expat-dakar.com/ordinateurs?page=225","Réconditionné","Dell","150 000 F Cfa","DELL LATATUDE 7390 I5"
"1732297143-225","https://www.expat-dakar.com/ordinateurs?page=225","Réconditionné","Dell","200 000 F Cfa","DELL LATATUDE 7390 I7"
"1732297143-226","https://www.expat-dakar.com/ordinateurs?page=225","Neuf","HP","25 000 F Cfa","Graveur de DVD portable fin Lecture de disques DVD"
"1732297143-227","https://www.expat-dakar.com/ordinateurs?page=225","Neuf","HP","399 000 F Cfa","HP PAVILLON CORE I5 14 POUCES"
"1732297143-228","https://www.expat-dakar.com/ordinateurs?page=225","Venant","HP","145 000 F Cfa","Hp 450 g2 i3 ram 8"
"1732297151-229","https://www.expat-dakar.com/ordinateurs?page=224","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297151-230","https://www.expat-dakar.com/ordinateurs?page=224","Venant","HP","110 000 F Cfa","Hp probook 4540s i5 ram 8/320 go"
"1732297151-231","https://www.expat-dakar.com/ordinateurs?page=224","Venant","HP","65 000 F Cfa","HP All-in-one  Celeron (R) 19.5” pouce"
"1732297151-232","https://www.expat-dakar.com/ordinateurs?page=224","Réconditionné","HP","170 000 F Cfa","Hp Elitebook 830 G5 i5 Tactile"
"1732297151-233","https://www.expat-dakar.com/ordinateurs?page=224","Neuf","Autre","280 000 F Cfa","Machine de caisse e2s"
"1732297151-234","https://www.expat-dakar.com/ordinateurs?page=224","Réconditionné","HP","249 999 F Cfa","HP PROBOOK 450 G8 I7"
"1732297151-235","https://www.expat-dakar.com/ordinateurs?page=224","Neuf","Autre","79 000 F Cfa","PC Portable THOMSON 15,6 pouces Intel  RAM 4 Go DD 128 Go"
"1732297151-236","https://www.expat-dakar.com/ordinateurs?page=224","Réconditionné","HP","100 000 F Cfa","HP PROBOOK 650 G1 I5"
"1732297151-237","https://www.expat-dakar.com/ordinateurs?page=224","Réconditionné","Dell","85 000 F Cfa","DELL LATITUDE E 5450 I5"
"1732297151-238","https://www.expat-dakar.com/ordinateurs?page=224","Venant","HP","205 000 F Cfa","HP ELITEBOOK 840 G4 i5"
"1732297151-239","https://www.expat-dakar.com/ordinateurs?page=224","Neuf","HP","525 000 F Cfa","HP 290 G4 CORE I7"
"1732297159-240","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297159-241","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","1 150 000 F Cfa","HP ENVY X360 15T-FE000 Core i7 13th gen Ram 16Go + Stylet"
"1732297159-242","https://www.expat-dakar.com/ordinateurs?page=223","Venant","Lenovo","110 000 F Cfa","Lenovo t520 i5 ram 8"
"1732297159-243","https://www.expat-dakar.com/ordinateurs?page=223","Venant","HP","130 000 F Cfa","Hp elitebook 8570p i7 3.0 ghz ram 8"
"1732297159-244","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","720 000 F Cfa","HP ENVY X360 14-ES0033DX Core i7 13th gen Ram 16Go"
"1732297159-245","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","760 000 F Cfa","HP ENVY X360 15-ES2003CA Core I7 12th gen Ram 16Go"
"1732297159-246","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","Autre","260 000 F Cfa","HP pro  3500 i5 neuf"
"1732297159-247","https://www.expat-dakar.com/ordinateurs?page=223","Venant","Apple","150 000 F Cfa","iMac Retina 2013 A1418  Core i5 /21.5 pouces"
"1732297159-248","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","550 000 F Cfa","HP CORE I7 11EME NVIDIA"
"1732297159-249","https://www.expat-dakar.com/ordinateurs?page=223","Venant","Apple","75 000 F Cfa","iMAC classic A1311 21” pouce /core i3"
"1732297159-250","https://www.expat-dakar.com/ordinateurs?page=223","Neuf","HP","650 000 F Cfa","HP elitbook 840g8 i7"
"1732297167-251","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297167-252","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Dell","155 000 F Cfa","Dell 7280 tactile i5 7th ram 8"
"1732297167-253","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","Lenovo","180 000 F Cfa","Lenovo IdeaPad 3 dual core Ram 4Go Rom 1To"
"1732297167-254","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","550 000 F Cfa","HP ENVY X360 14-ES0013DX core i5 13th gen Rom 512Go SSD"
"1732297167-255","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","370 000 F Cfa","HP PAVILION X360 14-EK0013DX Core i3 12th gen"
"1732297167-256","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Dell","170 000 F Cfa","Dell 5470 Tactile i7 ram 8"
"1732297167-257","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Lenovo","160 000 F Cfa","Lenovo L470 i5 7th ram 8"
"1732297167-258","https://www.expat-dakar.com/ordinateurs?page=222","Réconditionné","HP","275 000 F Cfa","HP elitebook X360 1030 G2 I7"
"1732297167-259","https://www.expat-dakar.com/ordinateurs?page=222","Venant","Toshiba","190 000 F Cfa","TOSHIBA TECRA CORE I5"
"1732297167-260","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","199 899 F Cfa","HP DUAL CORE 15 POUCES"
"1732297167-261","https://www.expat-dakar.com/ordinateurs?page=222","Neuf","HP","500 000 F Cfa","HP PAVILLON X360 14-DY2050WM CORE I5 12th gen"
"1732297174-262","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297174-263","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","295 000 F Cfa","HP 14-DQ2038MS Core i3 11th gen"
"1732297174-264","https://www.expat-dakar.com/ordinateurs?page=221","Venant","HP","120 000 F Cfa","Hp probook 640 g2 i5 6th ram 8"
"1732297174-265","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","860 000 F Cfa","HP SPECTRE X360 14-EF2013DX Core I7 13th gen Ram 16Go"
"1732297174-266","https://www.expat-dakar.com/ordinateurs?page=221","D'occasion","Lenovo","185 000 F Cfa","Gamer Lenovo w540 i7 ram 8"
"1732297174-267","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","295 000 F Cfa","HP 15s-FQ2006NK Core I3 11th gen Ram 8Go"
"1732297174-268","https://www.expat-dakar.com/ordinateurs?page=221","D'occasion","Autre","250 000 F Cfa","HP elitbook 1030g2 x360 i5"
"1732297174-269","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","Autre","200 000 F Cfa","Ordinateur portable dell latitude e7490 i5 8eme"
"1732297174-270","https://www.expat-dakar.com/ordinateurs?page=221","Neuf","HP","525 000 F Cfa","HP PROBOOK 440 G9 CORE I7"
"1732297174-271","https://www.expat-dakar.com/ordinateurs?page=221","Venant","Lenovo","250 000 F Cfa","Lenovo x1 carbone i7 8th ram 8"
"1732297174-272","https://www.expat-dakar.com/ordinateurs?page=221","Venant","HP","230 000 F Cfa","Hp 840 g5 i5 8th ram 8 disque 256 go ssd"
"1732297183-273","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297183-274","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Apple","249 999 F Cfa","I MAC 2017"
"1732297183-275","https://www.expat-dakar.com/ordinateurs?page=220","Venant","Apple","149 999 F Cfa","MACBOOK AIR 2015"
"1732297183-276","https://www.expat-dakar.com/ordinateurs?page=220","Réconditionné","Dell","220 000 F Cfa","DELL LATITUDE 7410"
"1732297183-277","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","Autre","190 000 F Cfa","HP 15 dual core  neuf"
"1732297183-278","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","Lenovo","180 000 F Cfa","LENOVO DUAL CORE /512 SSD/4 GO"
"1732297183-279","https://www.expat-dakar.com/ordinateurs?page=220","Venant","HP","140 000 F Cfa","HP elitbook 840g3 i5"
"1732297183-280","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","Autre","475 000 F Cfa","HP fixe 290g4 i5 10eme"
"1732297183-281","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","Dell","150 000 F Cfa","Ordinateur de Bureau Dell OptiPlex 7050"
"1732297183-282","https://www.expat-dakar.com/ordinateurs?page=220","D'occasion","ASUS","600 000 F Cfa","GAMING ASUS TUF RYZEN 5 3550"
"1732297183-283","https://www.expat-dakar.com/ordinateurs?page=220","Neuf","HP","365 000 F Cfa","HP 14-DQ2078WM CORE I5 11TH 8GB/256GB SSD 14 POUCE"
"1732297191-284","https://www.expat-dakar.com/ordinateurs?page=219","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297191-285","https://www.expat-dakar.com/ordinateurs?page=219","Venant","HP","160 000 F Cfa","Hp probook 650 g2 i5 6th ram 8 disk 256 go ssd 15''"
"1732297191-286","https://www.expat-dakar.com/ordinateurs?page=219","Venant","Lenovo","150 000 F Cfa","Gamer Lenovo t440p i7 4th ram 8"
"1732297191-287","https://www.expat-dakar.com/ordinateurs?page=219","D'occasion","HP","130 000 F Cfa","HP Z2 Mini G3 Workstation,corei7 7th 3Ghz,Ram16go,Disk500HD"
"1732297191-288","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","Toshiba","6 000 F Cfa","Disque Dur HDD Toshiba et Seagate slim 500 Go"
"1732297191-289","https://www.expat-dakar.com/ordinateurs?page=219","Venant","Dell","150 000 F Cfa","Dell 6540 i7 4th ram 8"
"1732297191-290","https://www.expat-dakar.com/ordinateurs?page=219","Neuf","Lenovo","445 000 F Cfa","LENOVO IDEAPAD SLIM  I5 12TH GEN 14''"
"1732297191-291","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","250 000 F Cfa","HP ELITEBOOK 840G6 I7"
"1732297191-292","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","175 000 F Cfa","HP ELITEBOOK 840G2 I7"
"1732297191-293","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","100 000 F Cfa","HP PRObook 640 G2.I5"
"1732297191-294","https://www.expat-dakar.com/ordinateurs?page=219","Réconditionné","HP","250 000 F Cfa","litebook X 360 1030 G4 I7"
"1732297199-295","https://www.expat-dakar.com/ordinateurs?page=218","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297199-296","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Lenovo","125 000 F Cfa","Lenovo e555 AMD a6 7th(i5) ram 8"
"1732297199-297","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Dell","90 000 F Cfa","Dell 4310 i5 ram 4"
"1732297199-298","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Dell","110 000 F Cfa","Ordinateur 6420 i5 ram 8"
"1732297199-299","https://www.expat-dakar.com/ordinateurs?page=218","D'occasion","Dell","40 000 F Cfa","ORDINATEURS FIXE 19” Pouces Complets"
"1732297199-300","https://www.expat-dakar.com/ordinateurs?page=218","D'occasion","HP","45 000 F Cfa","ORDINATEURS FIXE CORE i3 , 19” Pouces"
"1732297199-301","https://www.expat-dakar.com/ordinateurs?page=218","D'occasion","HP","90 000 F Cfa","ORDINATEURS FIXE HP CORE 17 , 22” POUCES"
"1732297199-302","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Dell","350 000 F Cfa","Ordinateur tout-en-un Dell OptiPlex 9030"
"1732297199-303","https://www.expat-dakar.com/ordinateurs?page=218","Neuf","Samsung","120 000 F Cfa","Ecran PC Incurvé 27 pouces FHD 75Hz SAMSUNG"
"1732297199-304","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Dell","60 000 F Cfa","Mini Dell 2100 ram 2 disque 160 go"
"1732297199-305","https://www.expat-dakar.com/ordinateurs?page=218","Venant","Dell","115 000 F Cfa","Dell 6440 i5 4th ram 8 disque 500 go hdd 14''"
"1732297207-306","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297207-307","https://www.expat-dakar.com/ordinateurs?page=217","Venant","Apple","650 000 F Cfa","macbook pro 16pouces i7 1000g"
"1732297207-308","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","HP","995 000 F Cfa","PC HP all in one 27 pouces Core i7"
"1732297207-309","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","HP","150 000 F Cfa","HP 3500 CORE I3"
"1732297207-310","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","Lenovo","80 000 F Cfa","X360 TACTILE  DELL, LENOVO 11.6"" NEUF"
"1732297207-311","https://www.expat-dakar.com/ordinateurs?page=217","Réconditionné","Dell","75 000 F Cfa","DELL LATITUDE E 5440 I3"
"1732297207-312","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","Lenovo","290 000 F Cfa","LENOVO IDEAPAD CORE I3 13TH GEN"
"1732297207-313","https://www.expat-dakar.com/ordinateurs?page=217","Venant","Dell","75 000 F Cfa","Serveur DELL PowerEdge 2950"
"1732297207-314","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","Lenovo","399 000 F Cfa","LENOVO IDEAPAD SLIM CORE I5 15 '' 11th GEN"
"1732297207-315","https://www.expat-dakar.com/ordinateurs?page=217","Neuf","Dell","160 000 F Cfa","Dell latitude 7480 core i5"
"1732297207-316","https://www.expat-dakar.com/ordinateurs?page=217","Venant","Dell","180 000 F Cfa","All IN ON DELL 7460 i5 24Pouces"
"1732297216-317","https://www.expat-dakar.com/ordinateurs?page=216","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297216-318","https://www.expat-dakar.com/ordinateurs?page=216","Réconditionné","HP","300 000 F Cfa","GAMER HP ZBOOK 14U G6 I7"
"1732297216-319","https://www.expat-dakar.com/ordinateurs?page=216","Réconditionné","Lenovo","300 000 F Cfa","GAMER LENOVO P52 CORE I7"
"1732297216-320","https://www.expat-dakar.com/ordinateurs?page=216","Venant","Dell","75 000 F Cfa","DELL 3190 DUO CORE RAM 4"
"1732297216-321","https://www.expat-dakar.com/ordinateurs?page=216","Venant","Lenovo","185 000 F Cfa","Lenovo t470 i5 ram 16 go"
"1732297216-322","https://www.expat-dakar.com/ordinateurs?page=216","Venant","Lenovo","220 000 F Cfa","Lenovo t480 i5 8th ram 16"
"1732297216-323","https://www.expat-dakar.com/ordinateurs?page=216","Venant","HP","130 000 F Cfa","Hp probook 650 g1 i5 ram 8"
"1732297216-324","https://www.expat-dakar.com/ordinateurs?page=216","Venant","Lenovo","90 000 F Cfa","Lenovo t420/t430 i5 ram 4"
"1732297216-325","https://www.expat-dakar.com/ordinateurs?page=216","Venant","HP","115 000 F Cfa","Hp probook 645 g1 AMD A10(i5) ram 8"
"1732297216-326","https://www.expat-dakar.com/ordinateurs?page=216","Neuf","HP","15 000 F Cfa","hub USB c type c adaptateur"
"1732297216-327","https://www.expat-dakar.com/ordinateurs?page=216","Réconditionné","Lenovo","95 000 F Cfa","LENOVO.CORE I3.X360.11.6""TACTILE"
"1732297223-328","https://www.expat-dakar.com/ordinateurs?page=215","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297223-329","https://www.expat-dakar.com/ordinateurs?page=215","Réconditionné","Dell","90 000 F Cfa","DELL.3340.3350.I5.13 .3"" TACTILE"
"1732297223-330","https://www.expat-dakar.com/ordinateurs?page=215","Venant","HP","50 000 F Cfa","Hp Probook 6570b core i5"
"1732297223-331","https://www.expat-dakar.com/ordinateurs?page=215","Venant","Dell","50 000 F Cfa","Dell Latitude E5520"
"1732297223-332","https://www.expat-dakar.com/ordinateurs?page=215","Venant","HP","90 000 F Cfa","Hp  Probook 650 G1 core i5"
"1732297223-333","https://www.expat-dakar.com/ordinateurs?page=215","Venant","HP","70 000 F Cfa","HP Probook x360 /Ecran tactile/core 2"
